K,Step,rho_g,rho_p,id,p,deltaG,deltaP
14,4,1.73876,0.479657,2530,521,58,16
14,5,1.74572,1.54034,5996,3283,51,45
14,6,1.75978,0.0391061,3283,1684,45,1
14,7,2.01278,1.83387,1126,1645,45,41
14,8,2.29851,1.67164,6452,3019,44,32
14,9,2.625,2.5,6330,1645,42,40
14,10,3.15385,2.92308,5303,2386,41,38
14,11,3.87234,1.48936,1645,8073,39,15
14,12,5.07843,4.66667,2386,3193,37,34
14,13,7.10769,1.50769,3193,8073,33,7
14,14,12.6875,0.875,3019,4143,29,2
14,1,4.85865,1.46203,1986,5996,329,99
14,2,1.96769,1.4475,758,2386,87,64
14,3,1.71053,1.47368,937,3283,65,56
14,4,1.73876,0.299786,2530,4143,58,10
14,5,1.74572,1.40342,5996,3193,51,41
14,6,1.75978,0.351955,3283,4143,45,9
14,7,2.01278,0.268371,1126,4143,45,6
14,8,2.29851,1.98507,6452,2386,44,38
14,9,2.625,1.9375,6330,3019,42,31
14,10,3.15385,3.15385,5303,5303,41,41
14,11,3.87234,3.37589,1645,3193,39,34
14,12,5.07843,1.37255,2386,8073,37,10
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,2.1875,3019,8073,29,5
14,1,4.85865,0.324895,1986,1684,329,22
14,2,1.96769,1.56058,758,5303,87,69
14,3,1.71053,1.47368,937,8073,65,56
14,4,1.73876,1.40899,2530,3193,58,47
14,5,1.74572,1.47188,5996,8073,51,43
14,6,1.75978,1.68156,3283,1645,45,43
14,7,2.01278,1.69968,1126,2386,45,38
14,8,2.29851,0.0522388,6452,1684,44,1
14,9,2.625,0.3125,6330,4143,42,5
14,10,3.15385,1.46154,5303,8073,41,19
14,11,3.87234,3.87234,1645,1645,39,39
14,12,5.07843,0.137255,2386,1684,37,1
14,13,7.10769,7.10769,3193,3193,33,33
14,14,12.6875,1.75,3019,521,29,4
14,1,4.85865,1.53586,1986,1126,329,104
14,2,1.96769,1.5832,758,6330,87,70
14,3,1.71053,1.52632,937,5303,65,58
14,4,1.73876,1.40899,2530,3193,58,47
14,5,1.74572,1.33496,5996,2386,51,39
14,6,1.75978,1.75978,3283,1126,45,45
14,7,2.01278,0.0447284,1126,1684,45,1
14,8,2.29851,2.24627,6452,6330,44,43
14,9,2.625,1.9375,6330,3019,42,31
14,10,3.15385,2.76923,5303,3193,41,36
14,11,3.87234,0.297872,1645,4143,39,3
14,12,5.07843,1.37255,2386,8073,37,10
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,2.1875,3019,8073,29,5
14,1,4.85865,1.5211,1986,2386,329,103
14,2,1.96769,1.47011,758,6452,87,65
14,3,1.71053,1.57895,937,6330,65,60
14,4,1.73876,1.52891,2530,8073,58,51
14,5,1.74572,1.54034,5996,6452,51,45
14,6,1.75978,1.72067,3283,5303,45,44
14,7,2.01278,0.0447284,1126,1684,45,1
14,8,2.29851,1.98507,6452,3193,44,38
14,9,2.625,2.625,6330,6330,42,42
14,10,3.15385,0.0769231,5303,1684,41,1
14,11,3.87234,3.77305,1645,2386,39,38
14,12,5.07843,0.137255,2386,1684,37,1
14,13,7.10769,7.10769,3193,3193,33,33
14,14,12.6875,12.6875,3019,3019,29,29
14,1,4.85865,1.58017,1986,1645,329,107
14,2,1.96769,1.33441,758,3193,87,59
14,3,1.71053,1.57895,937,6330,65,60
14,4,1.73876,1.58887,2530,6330,58,53
14,5,1.74572,0.0342298,5996,1684,51,1
14,6,1.75978,1.2905,3283,3019,45,33
14,7,2.01278,0.492013,1126,521,45,11
14,8,2.29851,0.261194,6452,4143,44,5
14,9,2.625,2.375,6330,2386,42,38
14,10,3.15385,3,5303,1645,41,39
14,11,3.87234,0.0992908,1645,1684,39,1
14,12,5.07843,4.66667,2386,3193,37,34
14,13,7.10769,7.10769,3193,3193,33,33
14,14,12.6875,2.1875,3019,8073,29,5
14,1,4.85865,1.58017,1986,1645,329,107
14,2,1.96769,1.53796,758,3283,87,68
14,3,1.71053,1.47368,937,3283,65,56
14,4,1.73876,1.19914,2530,3019,58,40
14,5,1.74572,1.54034,5996,3283,51,45
14,6,1.75978,1.48603,3283,2386,45,38
14,7,2.01278,0.492013,1126,521,45,11
14,8,2.29851,2.19403,6452,5303,44,42
14,9,2.625,2.625,6330,6330,42,42
14,10,3.15385,0.538462,5303,521,41,7
14,11,3.87234,0.0992908,1645,1684,39,1
14,12,5.07843,5.07843,2386,2386,37,37
14,13,7.10769,1.50769,3193,8073,33,7
14,14,12.6875,1.75,3019,521,29,4
14,1,4.85865,1.5654,1986,3283,329,106
14,2,1.96769,0.361874,758,4143,87,16
14,3,1.71053,0.447368,937,521,65,17
14,4,1.73876,1.6788,2530,1126,58,56
14,5,1.74572,1.64303,5996,1126,51,48
14,6,1.75978,1.75978,3283,3283,45,45
14,7,2.01278,1.69968,1126,2386,45,38
14,8,2.29851,2.24627,6452,6330,44,43
14,9,2.625,2.625,6330,6330,42,42
14,10,3.15385,0.0769231,5303,1684,41,1
14,11,3.87234,0.0992908,1645,1684,39,1
14,12,5.07843,1.37255,2386,8073,37,10
14,13,7.10769,0.430769,3193,4143,33,2
14,14,12.6875,2.1875,3019,8073,29,5
14,1,4.85865,1.5211,1986,3019,329,103
14,2,1.96769,1.47011,758,6452,87,65
14,3,1.71053,1.65789,937,5996,65,63
14,4,1.73876,1.40899,2530,3193,58,47
14,5,1.74572,1.64303,5996,1126,51,48
14,6,1.75978,1.72067,3283,5303,45,44
14,7,2.01278,2.01278,1126,1126,45,45
14,8,2.29851,0.0522388,6452,1684,44,1
14,9,2.625,2.625,6330,6330,42,42
14,10,3.15385,0.0769231,5303,1684,41,1
14,11,3.87234,3.87234,1645,1645,39,39
14,12,5.07843,5.07843,2386,2386,37,37
14,13,7.10769,1.50769,3193,8073,33,7
14,14,12.6875,1.75,3019,521,29,4
14,1,4.85865,1.53586,1986,1126,329,104
14,2,1.96769,1.5832,758,1645,87,70
14,3,1.71053,0.0263158,937,1684,65,1
14,4,1.73876,1.40899,2530,3193,58,47
14,5,1.74572,1.12958,5996,3019,51,33
14,6,1.75978,1.68156,3283,1645,45,43
14,7,2.01278,0.0447284,1126,1684,45,1
14,8,2.29851,1.98507,6452,3193,44,38
14,9,2.625,2.375,6330,2386,42,38
14,10,3.15385,0.307692,5303,4143,41,4
14,11,3.87234,0.297872,1645,4143,39,3
14,12,5.07843,5.07843,2386,2386,37,37
14,13,7.10769,0.430769,3193,4143,33,2
14,14,12.6875,12.6875,3019,3019,29,29
14,1,4.85865,1.53586,1986,1126,329,104
14,2,1.96769,1.5832,758,1645,87,70
14,3,1.71053,1.65789,937,5996,65,63
14,4,1.73876,1.49893,2530,5303,58,50
14,5,1.74572,0.0342298,5996,1684,51,1
14,6,1.75978,1.72067,3283,6330,45,44
14,7,2.01278,1.96805,1126,6330,45,44
14,8,2.29851,2.24627,6452,6330,44,43
14,9,2.625,1.9375,6330,3019,42,31
14,10,3.15385,3,5303,1645,41,39
14,11,3.87234,3.77305,1645,2386,39,38
14,12,5.07843,0.686275,2386,521,37,5
14,13,7.10769,0.430769,3193,4143,33,2
14,14,12.6875,0.875,3019,4143,29,2
14,1,4.85865,1.53586,1986,5303,329,104
14,2,1.96769,1.5832,758,1645,87,70
14,3,1.71053,1.65789,937,1126,65,63
14,4,1.73876,1.58887,2530,6330,58,53
14,5,1.74572,1.54034,5996,1645,51,45
14,6,1.75978,1.75978,3283,1126,45,45
14,7,2.01278,1.83387,1126,1645,45,41
14,8,2.29851,2.14179,6452,1645,44,41
14,9,2.625,1.4375,6330,8073,42,23
14,10,3.15385,3.15385,5303,5303,41,41
14,11,3.87234,3.87234,1645,1645,39,39
14,12,5.07843,0.137255,2386,1684,37,1
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,0.4375,3019,1684,29,1
14,1,4.85865,1.46203,1986,6330,329,99
14,2,1.96769,1.5832,758,1645,87,70
14,3,1.71053,1.57895,937,6330,65,60
14,4,1.73876,0.299786,2530,4143,58,10
14,5,1.74572,1.54034,5996,1645,51,45
14,6,1.75978,1.72067,3283,6452,45,44
14,7,2.01278,1.47604,1126,8073,45,33
14,8,2.29851,0.0522388,6452,1684,44,1
14,9,2.625,2.375,6330,2386,42,38
14,10,3.15385,2.92308,5303,2386,41,38
14,11,3.87234,0.595745,1645,521,39,6
14,12,5.07843,4.66667,2386,3193,37,34
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,1.75,3019,521,29,4
14,1,4.85865,0.324895,1986,1684,329,22
14,2,1.96769,1.53796,758,3283,87,68
14,3,1.71053,1.52632,937,5303,65,58
14,4,1.73876,0.0299786,2530,1684,58,1
14,5,1.74572,1.12958,5996,3019,51,33
14,6,1.75978,1.68156,3283,1645,45,43
14,7,2.01278,2.01278,1126,1126,45,45
14,8,2.29851,1.98507,6452,2386,44,38
14,9,2.625,1.4375,6330,8073,42,23
14,10,3.15385,2.76923,5303,3193,41,36
14,11,3.87234,3.77305,1645,2386,39,38
14,12,5.07843,0.137255,2386,1684,37,1
14,13,7.10769,0.430769,3193,4143,33,2
14,14,12.6875,0.875,3019,4143,29,2
14,1,4.85865,1.53586,1986,1126,329,104
14,2,1.96769,1.4475,758,2386,87,64
14,3,1.71053,1.52632,937,5303,65,58
14,4,1.73876,1.49893,2530,1645,58,50
14,5,1.74572,0.308068,5996,4143,51,9
14,6,1.75978,0.430168,3283,521,45,11
14,7,2.01278,0.268371,1126,4143,45,6
14,8,2.29851,1.98507,6452,2386,44,38
14,9,2.625,1.9375,6330,3019,42,31
14,10,3.15385,2.92308,5303,2386,41,38
14,11,3.87234,3.07801,1645,3019,39,31
14,12,5.07843,0.686275,2386,521,37,5
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,1.75,3019,521,29,4
14,1,4.85865,1.41772,1986,521,329,96
14,2,1.96769,0.497577,758,521,87,22
14,3,1.71053,1.47368,937,8073,65,56
14,4,1.73876,1.40899,2530,3193,58,47
14,5,1.74572,1.54034,5996,6452,51,45
14,6,1.75978,0.0391061,3283,1684,45,1
14,7,2.01278,0.492013,1126,521,45,11
14,8,2.29851,2.24627,6452,6330,44,43
14,9,2.625,2.375,6330,2386,42,38
14,10,3.15385,2.76923,5303,3193,41,36
14,11,3.87234,3.77305,1645,2386,39,38
14,12,5.07843,4.66667,2386,3193,37,34
14,13,7.10769,1.50769,3193,8073,33,7
14,14,12.6875,0.875,3019,4143,29,2
14,1,4.85865,0.324895,1986,1684,329,22
14,2,1.96769,0.361874,758,4143,87,16
14,3,1.71053,1.57895,937,6330,65,60
14,4,1.73876,1.6788,2530,1126,58,56
14,5,1.74572,1.57457,5996,6330,51,46
14,6,1.75978,1.75978,3283,1126,45,45
14,7,2.01278,1.47604,1126,3019,45,33
14,8,2.29851,1.98507,6452,2386,44,38
14,9,2.625,0.625,6330,521,42,10
14,10,3.15385,2.76923,5303,3193,41,36
14,11,3.87234,3.07801,1645,3019,39,31
14,12,5.07843,1.37255,2386,8073,37,10
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,1.75,3019,521,29,4
14,1,4.85865,1.58017,1986,1645,329,107
14,2,1.96769,1.33441,758,3193,87,59
14,3,1.71053,1.65789,937,5996,65,63
14,4,1.73876,1.6788,2530,5996,58,56
14,5,1.74572,1.64303,5996,1126,51,48
14,6,1.75978,0.430168,3283,521,45,11
14,7,2.01278,1.47604,1126,3019,45,33
14,8,2.29851,2.24627,6452,6330,44,43
14,9,2.625,2.5625,6330,5303,42,41
14,10,3.15385,3,5303,1645,41,39
14,11,3.87234,1.48936,1645,8073,39,15
14,12,5.07843,0.137255,2386,1684,37,1
14,13,7.10769,0.215385,3193,1684,33,1
14,14,12.6875,0.4375,3019,1684,29,1
14,1,4.85865,1.53586,1986,5303,329,104
14,2,1.96769,1.5832,758,1645,87,70
14,3,1.71053,1.31579,937,3019,65,50
14,4,1.73876,0.479657,2530,521,58,16
14,5,1.74572,1.12958,5996,3019,51,33
14,6,1.75978,1.60335,3283,3193,45,41
14,7,2.01278,1.96805,1126,6452,45,44
14,8,2.29851,0.0522388,6452,1684,44,1
14,9,2.625,0.0625,6330,1684,42,1
14,10,3.15385,2.76923,5303,3193,41,36
14,11,3.87234,3.77305,1645,2386,39,38
14,12,5.07843,4.11765,2386,3019,37,30
14,13,7.10769,1.50769,3193,8073,33,7
14,14,12.6875,1.75,3019,521,29,4
14,1,4.85865,1.5211,1986,2386,329,103
14,2,1.96769,0.0226171,758,1684,87,1
14,3,1.71053,1.65789,937,5996,65,63
14,4,1.73876,0.479657,2530,521,58,16
14,5,1.74572,1.64303,5996,1126,51,48
14,6,1.75978,1.60335,3283,3193,45,41
14,7,2.01278,1.83387,1126,3193,45,41
14,8,2.29851,1.35821,6452,8073,44,26
14,9,2.625,1.9375,6330,3019,42,31
14,10,3.15385,0.307692,5303,4143,41,4
14,11,3.87234,3.87234,1645,1645,39,39
14,12,5.07843,0.27451,2386,4143,37,2
14,13,7.10769,0.215385,3193,1684,33,1
14,14,12.6875,2.1875,3019,8073,29,5
14,1,4.85865,1.5211,1986,3019,329,103
14,2,1.96769,1.56058,758,5303,87,69
14,3,1.71053,1.31579,937,3019,65,50
14,4,1.73876,0.479657,2530,521,58,16
14,5,1.74572,1.50611,5996,5303,51,44
14,6,1.75978,1.68156,3283,1645,45,43
14,7,2.01278,0.0447284,1126,1684,45,1
14,8,2.29851,2.14179,6452,1645,44,41
14,9,2.625,1.4375,6330,8073,42,23
14,10,3.15385,2.92308,5303,2386,41,38
14,11,3.87234,1.48936,1645,8073,39,15
14,12,5.07843,0.686275,2386,521,37,5
14,13,7.10769,0.215385,3193,1684,33,1
14,14,12.6875,12.6875,3019,3019,29,29
14,1,4.85865,1.5654,1986,3283,329,106
14,2,1.96769,1.5832,758,1645,87,70
14,3,1.71053,1.52632,937,5303,65,58
14,4,1.73876,1.52891,2530,8073,58,51
14,5,1.74572,1.74572,5996,5996,51,51
14,6,1.75978,1.75978,3283,1126,45,45
14,7,2.01278,1.92332,1126,5303,45,43
14,8,2.29851,1.67164,6452,3019,44,32
14,9,2.625,1.9375,6330,3019,42,31
14,10,3.15385,3.15385,5303,5303,41,41
14,11,3.87234,1.48936,1645,8073,39,15
14,12,5.07843,0.27451,2386,4143,37,2
14,13,7.10769,0.430769,3193,4143,33,2
14,14,12.6875,2.1875,3019,8073,29,5
14,1,4.85865,1.46203,1986,6330,329,99
14,2,1.96769,1.53796,758,3283,87,68
14,3,1.71053,0.0263158,937,1684,65,1
14,4,1.73876,1.40899,2530,2386,58,47
14,5,1.74572,1.47188,5996,8073,51,43
14,6,1.75978,1.2905,3283,3019,45,33
14,7,2.01278,1.83387,1126,1645,45,41
14,8,2.29851,2.14179,6452,1645,44,41
14,9,2.625,1.9375,6330,3019,42,31
14,10,3.15385,3.15385,5303,5303,41,41
14,11,3.87234,0.0992908,1645,1684,39,1
14,12,5.07843,1.37255,2386,8073,37,10
14,13,7.10769,0.861538,3193,521,33,4
14,14,12.6875,0.875,3019,4143,29,2
14,1,4.85865,1.53586,1986,1126,329,104
14,2,1.96769,1.5832,758,1645,87,70
14,3,1.71053,1.65789,937,5996,65,63
14,4,1.73876,0.479657,2530,521,58,16
14,5,1.74572,1.64303,5996,1126,51,48
14,6,1.75978,1.60335,3283,3193,45,41
14,7,2.01278,0.492013,1126,521,45,11
14,8,2.29851,0.0522388,6452,1684,44,1
14,9,2.625,2.5,6330,1645,42,40
14,10,3.15385,3.15385,5303,5303,41,41
14,11,3.87234,0.595745,1645,521,39,6
14,12,5.07843,4.11765,2386,3019,37,30
14,13,7.10769,1.50769,3193,8073,33,7
14,14,12.6875,12.6875,3019,3019,29,29
14,1,4.85865,1.49156,1986,3193,329,101
14,2,1.96769,1.33441,758,3193,87,59
14,3,1.71053,1.55263,937,1645,65,59
14,4,1.73876,1.49893,2530,5303,58,50
14,5,1.74572,1.12958,5996,3019,51,33
14,6,1.75978,1.52514,3283,8073,45,39
14,7,2.01278,1.47604,1126,3019,45,33
14,8,2.29851,2.19403,6452,5303,44,42
14,9,2.625,1.4375,6330,8073,42,23
14,10,3.15385,2.92308,5303,2386,41,38
14,11,3.87234,0.595745,1645,521,39,6
14,12,5.07843,4.66667,2386,3193,37,34
14,13,7.10769,0.861538,3193,521,33,4
14,14,12.6875,1.75,3019,521,29,4
14,1,4.85865,1.41772,1986,521,329,96
14,2,1.96769,0.497577,758,521,87,22
14,3,1.71053,1.36842,937,3193,65,52
14,4,1.73876,1.6788,2530,5996,58,56
14,5,1.74572,1.54034,5996,1645,51,45
14,6,1.75978,1.2905,3283,3019,45,33
14,7,2.01278,0.0447284,1126,1684,45,1
14,8,2.29851,2.29851,6452,6452,44,44
14,9,2.625,2.625,6330,6330,42,42
14,10,3.15385,0.307692,5303,4143,41,4
14,11,3.87234,0.595745,1645,521,39,6
14,12,5.07843,4.11765,2386,3019,37,30
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,0.4375,3019,1684,29,1
14,1,4.85865,1.46203,1986,5996,329,99
14,2,1.96769,1.4475,758,2386,87,64
14,3,1.71053,0.263158,937,4143,65,10
14,4,1.73876,1.40899,2530,2386,58,47
14,5,1.74572,1.33496,5996,2386,51,39
14,6,1.75978,1.52514,3283,8073,45,39
14,7,2.01278,1.47604,1126,3019,45,33
14,8,2.29851,2.24627,6452,6330,44,43
14,9,2.625,0.625,6330,521,42,10
14,10,3.15385,0.538462,5303,521,41,7
14,11,3.87234,3.37589,1645,3193,39,34
14,12,5.07843,0.27451,2386,4143,37,2
14,13,7.10769,0.430769,3193,4143,33,2
14,14,12.6875,12.6875,3019,3019,29,29
14,1,4.85865,0.324895,1986,1684,329,22
14,2,1.96769,1.47011,758,6452,87,65
14,3,1.71053,0.263158,937,4143,65,10
14,4,1.73876,1.49893,2530,3283,58,50
14,5,1.74572,1.12958,5996,3019,51,33
14,6,1.75978,1.72067,3283,6452,45,44
14,7,2.01278,0.0447284,1126,1684,45,1
14,8,2.29851,2.24627,6452,6330,44,43
14,9,2.625,0.3125,6330,4143,42,5
14,10,3.15385,3.15385,5303,5303,41,41
14,11,3.87234,3.87234,1645,1645,39,39
14,12,5.07843,5.07843,2386,2386,37,37
14,13,7.10769,1.50769,3193,8073,33,7
14,14,12.6875,0.875,3019,4143,29,2
14,1,4.85865,0.324895,1986,1684,329,22
14,2,1.96769,1.40226,758,3019,87,62
14,3,1.71053,1.31579,937,3019,65,50
14,4,1.73876,1.58887,2530,6330,58,53
14,5,1.74572,1.54034,5996,3283,51,45
14,6,1.75978,1.2905,3283,3019,45,33
14,7,2.01278,1.96805,1126,6330,45,44
14,8,2.29851,1.98507,6452,3193,44,38
14,9,2.625,1.9375,6330,3019,42,31
14,10,3.15385,2.76923,5303,3193,41,36
14,11,3.87234,3.07801,1645,3019,39,31
14,12,5.07843,4.11765,2386,3019,37,30
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,1.75,3019,521,29,4
14,1,4.85865,1.53586,1986,1126,329,104
14,2,1.96769,1.5832,758,1645,87,70
14,3,1.71053,1.52632,937,5303,65,58
14,4,1.73876,0.0299786,2530,1684,58,1
14,5,1.74572,1.74572,5996,5996,51,51
14,6,1.75978,1.72067,3283,5303,45,44
14,7,2.01278,2.01278,1126,1126,45,45
14,8,2.29851,1.98507,6452,2386,44,38
14,9,2.625,1.9375,6330,3019,42,31
14,10,3.15385,2.76923,5303,3193,41,36
14,11,3.87234,3.37589,1645,3193,39,34
14,12,5.07843,4.11765,2386,3019,37,30
14,13,7.10769,0.861538,3193,521,33,4
14,14,12.6875,0.875,3019,4143,29,2
14,1,4.85865,1.5654,1986,3283,329,106
14,2,1.96769,1.56058,758,5303,87,69
14,3,1.71053,1.52632,937,5303,65,58
14,4,1.73876,0.479657,2530,521,58,16
14,5,1.74572,1.74572,5996,5996,51,51
14,6,1.75978,1.72067,3283,6330,45,44
14,7,2.01278,1.83387,1126,1645,45,41
14,8,2.29851,0.261194,6452,4143,44,5
14,9,2.625,2.5625,6330,5303,42,41
14,10,3.15385,3,5303,1645,41,39
14,11,3.87234,3.37589,1645,3193,39,34
14,12,5.07843,1.37255,2386,8073,37,10
14,13,7.10769,0.430769,3193,4143,33,2
14,14,12.6875,12.6875,3019,3019,29,29
14,1,4.85865,1.58017,1986,1645,329,107
14,2,1.96769,1.53796,758,3283,87,68
14,3,1.71053,1.57895,937,6330,65,60
14,4,1.73876,1.40899,2530,3193,58,47
14,5,1.74572,0.479218,5996,521,51,14
14,6,1.75978,1.52514,3283,8073,45,39
14,7,2.01278,0.492013,1126,521,45,11
14,8,2.29851,0.261194,6452,4143,44,5
14,9,2.625,1.4375,6330,8073,42,23
14,10,3.15385,0.307692,5303,4143,41,4
14,11,3.87234,0.297872,1645,4143,39,3
14,12,5.07843,0.137255,2386,1684,37,1
14,13,7.10769,1.50769,3193,8073,33,7
14,14,12.6875,0.875,3019,4143,29,2
14,1,4.85865,1.32911,1986,8073,329,90
14,2,1.96769,1.5832,758,1126,87,70
14,3,1.71053,1.65789,937,5996,65,63
14,4,1.73876,1.49893,2530,6452,58,50
14,5,1.74572,1.33496,5996,2386,51,39
14,6,1.75978,1.75978,3283,1126,45,45
14,7,2.01278,1.83387,1126,1645,45,41
14,8,2.29851,2.29851,6452,6452,44,44
14,9,2.625,0.3125,6330,4143,42,5
14,10,3.15385,3.15385,5303,5303,41,41
14,11,3.87234,0.297872,1645,4143,39,3
14,12,5.07843,4.11765,2386,3019,37,30
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,0.4375,3019,1684,29,1
14,1,4.85865,1.41772,1986,521,329,96
14,2,1.96769,0.0226171,758,1684,87,1
14,3,1.71053,1.31579,937,3019,65,50
14,4,1.73876,0.479657,2530,521,58,16
14,5,1.74572,1.64303,5996,1126,51,48
14,6,1.75978,1.72067,3283,6452,45,44
14,7,2.01278,1.69968,1126,2386,45,38
14,8,2.29851,1.98507,6452,3193,44,38
14,9,2.625,2.5,6330,1645,42,40
14,10,3.15385,2.92308,5303,2386,41,38
14,11,3.87234,0.297872,1645,4143,39,3
14,12,5.07843,1.37255,2386,8073,37,10
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,2.1875,3019,8073,29,5
14,1,4.85865,1.32911,1986,8073,329,90
14,2,1.96769,0.497577,758,521,87,22
14,3,1.71053,1.65789,937,1126,65,63
14,4,1.73876,1.49893,2530,5303,58,50
14,5,1.74572,1.54034,5996,1645,51,45
14,6,1.75978,1.72067,3283,6452,45,44
14,7,2.01278,2.01278,1126,1126,45,45
14,8,2.29851,0.261194,6452,4143,44,5
14,9,2.625,0.3125,6330,4143,42,5
14,10,3.15385,3.15385,5303,5303,41,41
14,11,3.87234,0.595745,1645,521,39,6
14,12,5.07843,4.11765,2386,3019,37,30
14,13,7.10769,1.50769,3193,8073,33,7
14,14,12.6875,2.1875,3019,8073,29,5
14,1,4.85865,1.32911,1986,8073,329,90
14,2,1.96769,0.497577,758,521,87,22
14,3,1.71053,0.263158,937,4143,65,10
14,4,1.73876,1.6788,2530,5996,58,56
14,5,1.74572,1.74572,5996,5996,51,51
14,6,1.75978,0.351955,3283,4143,45,9
14,7,2.01278,1.96805,1126,6452,45,44
14,8,2.29851,1.67164,6452,3019,44,32
14,9,2.625,2.375,6330,2386,42,38
14,10,3.15385,0.538462,5303,521,41,7
14,11,3.87234,0.0992908,1645,1684,39,1
14,12,5.07843,0.686275,2386,521,37,5
14,13,7.10769,1.50769,3193,8073,33,7
14,14,12.6875,0.4375,3019,1684,29,1
14,1,4.85865,1.32911,1986,8073,329,90
14,2,1.96769,1.56058,758,5303,87,69
14,3,1.71053,1.57895,937,6330,65,60
14,4,1.73876,0.0299786,2530,1684,58,1
14,5,1.74572,1.33496,5996,2386,51,39
14,6,1.75978,1.52514,3283,8073,45,39
14,7,2.01278,1.47604,1126,3019,45,33
14,8,2.29851,0.0522388,6452,1684,44,1
14,9,2.625,2.5,6330,1645,42,40
14,10,3.15385,2.76923,5303,3193,41,36
14,11,3.87234,3.37589,1645,3193,39,34
14,12,5.07843,0.686275,2386,521,37,5
14,13,7.10769,0.430769,3193,4143,33,2
14,14,12.6875,2.1875,3019,8073,29,5
14,1,4.85865,1.41772,1986,521,329,96
14,2,1.96769,1.5832,758,1126,87,70
14,3,1.71053,1.55263,937,1645,65,59
14,4,1.73876,1.40899,2530,2386,58,47
14,5,1.74572,1.54034,5996,3283,51,45
14,6,1.75978,1.75978,3283,3283,45,45
14,7,2.01278,1.96805,1126,6330,45,44
14,8,2.29851,1.67164,6452,3019,44,32
14,9,2.625,2.25,6330,3193,42,36
14,10,3.15385,2.92308,5303,2386,41,38
14,11,3.87234,3.07801,1645,3019,39,31
14,12,5.07843,0.137255,2386,1684,37,1
14,13,7.10769,0.430769,3193,4143,33,2
14,14,12.6875,0.4375,3019,1684,29,1
14,1,4.85865,0.664557,1986,4143,329,45
14,2,1.96769,1.56058,758,5303,87,69
14,3,1.71053,1.55263,937,1645,65,59
14,4,1.73876,1.49893,2530,5303,58,50
14,5,1.74572,0.308068,5996,4143,51,9
14,6,1.75978,1.75978,3283,1126,45,45
14,7,2.01278,1.92332,1126,5303,45,43
14,8,2.29851,1.98507,6452,2386,44,38
14,9,2.625,2.25,6330,3193,42,36
14,10,3.15385,3.15385,5303,5303,41,41
14,11,3.87234,3.37589,1645,3193,39,34
14,12,5.07843,0.27451,2386,4143,37,2
14,13,7.10769,0.861538,3193,521,33,4
14,14,12.6875,12.6875,3019,3019,29,29
14,1,4.85865,1.49156,1986,3193,329,101
14,2,1.96769,0.0226171,758,1684,87,1
14,3,1.71053,1.52632,937,5303,65,58
14,4,1.73876,0.479657,2530,521,58,16
14,5,1.74572,0.308068,5996,4143,51,9
14,6,1.75978,1.2905,3283,3019,45,33
14,7,2.01278,1.47604,1126,3019,45,33
14,8,2.29851,2.19403,6452,5303,44,42
14,9,2.625,2.375,6330,2386,42,38
14,10,3.15385,0.307692,5303,4143,41,4
14,11,3.87234,1.48936,1645,8073,39,15
14,12,5.07843,4.11765,2386,3019,37,30
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,0.875,3019,4143,29,2
14,1,4.85865,1.53586,1986,5303,329,104
14,2,1.96769,1.65105,758,5996,87,73
14,3,1.71053,0.263158,937,4143,65,10
14,4,1.73876,1.52891,2530,8073,58,51
14,5,1.74572,0.479218,5996,521,51,14
14,6,1.75978,1.72067,3283,5303,45,44
14,7,2.01278,0.268371,1126,4143,45,6
14,8,2.29851,2.19403,6452,5303,44,42
14,9,2.625,0.3125,6330,4143,42,5
14,10,3.15385,3,5303,1645,41,39
14,11,3.87234,3.37589,1645,3193,39,34
14,12,5.07843,4.66667,2386,3193,37,34
14,13,7.10769,6.46154,3193,3019,33,30
14,14,12.6875,0.875,3019,4143,29,2
14,1,4.85865,1.41772,1986,521,329,96
14,2,1.96769,1.53796,758,3283,87,68
14,3,1.71053,0.263158,937,4143,65,10
14,4,1.73876,1.52891,2530,8073,58,51
14,5,1.74572,1.64303,5996,1126,51,48
14,6,1.75978,1.75978,3283,3283,45,45
14,7,2.01278,1.83387,1126,1645,45,41
14,8,2.29851,2.24627,6452,6330,44,43
14,9,2.625,0.0625,6330,1684,42,1
14,10,3.15385,2.38462,5303,3019,41,31
14,11,3.87234,3.87234,1645,1645,39,39
14,12,5.07843,4.11765,2386,3019,37,30
14,13,7.10769,0.215385,3193,1684,33,1
14,14,12.6875,1.75,3019,521,29,4
14,1,4.85865,0.664557,1986,4143,329,45
14,2,1.96769,1.5832,758,1645,87,70
14,3,1.71053,0.263158,937,4143,65,10
14,4,1.73876,1.49893,2530,3283,58,50
14,5,1.74572,1.50611,5996,5303,51,44
